text,entities
Je souhaite me rendre à Lyon en partant de Clermont-Ferrand,"[{'start': 25, 'end': 29, 'label': 'DESTINATION'}, {'start': 44, 'end': 60, 'label': 'DEPARTURE'}]"
Je pars de Lyon pour rejoindre Angers,"[{'start': 12, 'end': 16, 'label': 'DEPARTURE'}, {'start': 32, 'end': 38, 'label': 'DESTINATION'}]"
Je souhaite me rendre à Lyon en partant de Grenoble,"[{'start': 25, 'end': 29, 'label': 'DESTINATION'}, {'start': 44, 'end': 52, 'label': 'DEPARTURE'}]"
Je pars de Lyon pour rejoindre Toulouse,"[{'start': 12, 'end': 16, 'label': 'DEPARTURE'}, {'start': 32, 'end': 40, 'label': 'DESTINATION'}]"
Je souhaite me rendre à Lyon en partant de Bordeaux,"[{'start': 25, 'end': 29, 'label': 'DESTINATION'}, {'start': 44, 'end': 52, 'label': 'DEPARTURE'}]"
Je pars de Lyon pour rejoindre Paris,"[{'start': 12, 'end': 16, 'label': 'DEPARTURE'}, {'start': 32, 'end': 37, 'label': 'DESTINATION'}]"
Je souhaite me rendre à Lyon en partant de Marseille,"[{'start': 25, 'end': 29, 'label': 'DESTINATION'}, {'start': 44, 'end': 53, 'label': 'DEPARTURE'}]"
Je pars de Lyon pour rejoindre Lille,"[{'start': 12, 'end': 16, 'label': 'DEPARTURE'}, {'start': 32, 'end': 37, 'label': 'DESTINATION'}]"
Je souhaite me rendre à Lyon en partant de Strasbourg,"[{'start': 25, 'end': 29, 'label': 'DESTINATION'}, {'start': 44, 'end': 54, 'label': 'DEPARTURE'}]"
Je pars de Lyon pour rejoindre Rennes,"[{'start': 12, 'end': 16, 'label': 'DEPARTURE'}, {'start': 32, 'end': 38, 'label': 'DESTINATION'}]"
Je souhaite me rendre à Lyon en partant de Toulon,"[{'start': 25, 'end': 29, 'label': 'DESTINATION'}, {'start': 44, 'end': 50, 'label': 'DEPARTURE'}]"
Je pars de Lyon pour rejoindre Nîmes,"[{'start': 12, 'end': 16, 'label': 'DEPARTURE'}, {'start': 32, 'end': 37, 'label': 'DESTINATION'}]"
Je souhaite me rendre à Lyon en partant de Nice,"[{'start': 25, 'end': 29, 'label': 'DESTINATION'}, {'start': 44, 'end': 48, 'label': 'DEPARTURE'}]"
Je pars de Lyon pour rejoindre Montpellier,"[{'start': 12, 'end': 16, 'label': 'DEPARTURE'}, {'start': 32, 'end': 43, 'label': 'DESTINATION'}]"
Je souhaite me rendre à Lyon en partant de Clermont-Ferrand,"[{'start': 25, 'end': 29, 'label': 'DESTINATION'}, {'start': 44, 'end': 60, 'label': 'DEPARTURE'}]"
Je pars de Lyon pour rejoindre Angers,"[{'start': 12, 'end': 16, 'label': 'DEPARTURE'}, {'start': 32, 'end': 38, 'label': 'DESTINATION'}]"
Je souhaite me rendre à Lyon en partant de Grenoble,"[{'start': 25, 'end': 29, 'label': 'DESTINATION'}, {'start': 44, 'end': 52, 'label': 'DEPARTURE'}]"
Je pars de Lyon pour rejoindre Toulouse,"[{'start': 12, 'end': 16, 'label': 'DEPARTURE'}, {'start': 32, 'end': 40, 'label': 'DESTINATION'}]"
Je souhaite me rendre à Lyon en partant de Bordeaux,"[{'start': 25, 'end': 29, 'label': 'DESTINATION'}, {'start': 44, 'end': 52, 'label': 'DEPARTURE'}]"
Je pars de Lyon pour rejoindre Paris,"[{'start': 12, 'end': 16, 'label': 'DEPARTURE'}, {'start': 32, 'end': 37, 'label': 'DESTINATION'}]"
Je souhaite me rendre à Lyon en partant de Marseille,"[{'start': 25, 'end': 29, 'label': 'DESTINATION'}, {'start': 44, 'end': 53, 'label': 'DEPARTURE'}]"
Je pars de Lyon pour rejoindre Lille,"[{'start': 12, 'end': 16, 'label': 'DEPARTURE'}, {'start': 32, 'end': 37, 'label': 'DESTINATION'}]"
Je souhaite me rendre à Lyon en partant de Strasbourg,"[{'start': 25, 'end': 29, 'label': 'DESTINATION'}, {'start': 44, 'end': 54, 'label': 'DEPARTURE'}]"
Je pars de Lyon pour rejoindre Rennes,"[{'start': 12, 'end': 16, 'label': 'DEPARTURE'}, {'start': 32, 'end': 38, 'label': 'DESTINATION'}]"
Je souhaite me rendre à Lyon en partant de Toulon,"[{'start': 25, 'end': 29, 'label': 'DESTINATION'}, {'start': 44, 'end': 50, 'label': 'DEPARTURE'}]"
Je pars de Lyon pour rejoindre Nîmes,"[{'start': 12, 'end': 16, 'label': 'DEPARTURE'}, {'start': 32, 'end': 37, 'label': 'DESTINATION'}]"
Je souhaite me rendre à Lyon en partant de Nice,"[{'start': 25, 'end': 29, 'label': 'DESTINATION'}, {'start': 44, 'end': 48, 'label': 'DEPARTURE'}]"
Je pars de Lyon pour rejoindre Montpellier,"[{'start': 12, 'end': 16, 'label': 'DEPARTURE'}, {'start': 32, 'end': 43, 'label': 'DESTINATION'}]"
Je souhaite me rendre à Lyon en partant de Clermont-Ferrand,"[{'start': 25, 'end': 29, 'label': 'DESTINATION'}, {'start': 44, 'end': 60, 'label': 'DEPARTURE'}]"
Je pars de Lyon pour rejoindre Angers,"[{'start': 12, 'end': 16, 'label': 'DEPARTURE'}, {'start': 32, 'end': 38, 'label': 'DESTINATION'}]"
Je souhaite me rendre à Lyon en partant de Grenoble,"[{'start': 25, 'end': 29, 'label': 'DESTINATION'}, {'start': 44, 'end': 52, 'label': 'DEPARTURE'}]"
Je pars de Lyon pour rejoindre Toulouse,"[{'start': 12, 'end': 16, 'label': 'DEPARTURE'}, {'start': 32, 'end': 40, 'label': 'DESTINATION'}]"
Je souhaite me rendre à Lyon en partant de Bordeaux,"[{'start': 25, 'end': 29, 'label': 'DESTINATION'}, {'start': 44, 'end': 52, 'label': 'DEPARTURE'}]"
Je pars de Lyon pour rejoindre Paris,"[{'start': 12, 'end': 16, 'label': 'DEPARTURE'}, {'start': 32, 'end': 37, 'label': 'DESTINATION'}]"
Je souhaite me rendre à Lyon en partant de Marseille,"[{'start': 25, 'end': 29, 'label': 'DESTINATION'}, {'start': 44, 'end': 53, 'label': 'DEPARTURE'}]"
Je pars de Lyon pour rejoindre Lille,"[{'start': 12, 'end': 16, 'label': 'DEPARTURE'}, {'start': 32, 'end': 37, 'label': 'DESTINATION'}]"
Je souhaite me rendre à Lyon en partant de Strasbourg,"[{'start': 25, 'end': 29, 'label': 'DESTINATION'}, {'start': 44, 'end': 54, 'label': 'DEPARTURE'}]"
Je pars de Lyon pour rejoindre Rennes,"[{'start': 12, 'end': 16, 'label': 'DEPARTURE'}, {'start': 32, 'end': 38, 'label': 'DESTINATION'}]"
Je souhaite me rendre à Lyon en partant de Toulon,"[{'start': 25, 'end': 29, 'label': 'DESTINATION'}, {'start': 44, 'end': 50, 'label': 'DEPARTURE'}]"
Je pars de Lyon pour rejoindre Nîmes,"[{'start': 12, 'end': 16, 'label': 'DEPARTURE'}, {'start': 32, 'end': 37, 'label': 'DESTINATION'}]"
Je souhaite me rendre à Lyon en partant de Nice,"[{'start': 25, 'end': 29, 'label': 'DESTINATION'}, {'start': 44, 'end': 48, 'label': 'DEPARTURE'}]"
Je pars de Lyon pour rejoindre Montpellier,"[{'start': 12, 'end': 16, 'label': 'DEPARTURE'}, {'start': 32, 'end': 43, 'label': 'DESTINATION'}]"
Je souhaite me rendre à Lyon en partant de Clermont-Ferrand,"[{'start': 25, 'end': 29, 'label': 'DESTINATION'}, {'start': 44, 'end': 60, 'label': 'DEPARTURE'}]"
Je pars de Lyon pour rejoindre Angers,"[{'start': 12, 'end': 16, 'label': 'DEPARTURE'}, {'start': 32, 'end': 38, 'label': 'DESTINATION'}]"
Je souhaite me rendre à Lyon en partant de Grenoble,"[{'start': 25, 'end': 29, 'label': 'DESTINATION'}, {'start': 44, 'end': 52, 'label': 'DEPARTURE'}]"
Je pars de Lyon pour rejoindre Toulouse,"[{'start': 12, 'end': 16, 'label': 'DEPARTURE'}, {'start': 32, 'end': 40, 'label': 'DESTINATION'}]"
Je souhaite me rendre à Lyon en partant de Bordeaux,"[{'start': 25, 'end': 29, 'label': 'DESTINATION'}, {'start': 44, 'end': 52, 'label': 'DEPARTURE'}]"
Je pars de Lyon pour rejoindre Paris,"[{'start': 12, 'end': 16, 'label': 'DEPARTURE'}, {'start': 32, 'end': 37, 'label': 'DESTINATION'}]"
Je souhaite me rendre à Lyon en partant de Marseille,"[{'start': 25, 'end': 29, 'label': 'DESTINATION'}, {'start': 44, 'end': 53, 'label': 'DEPARTURE'}]"
Je pars de Lyon pour rejoindre Lille,"[{'start': 12, 'end': 16, 'label': 'DEPARTURE'}, {'start': 32, 'end': 37, 'label': 'DESTINATION'}]"
Je souhaite me rendre à Lyon en partant de Strasbourg,"[{'start': 25, 'end': 29, 'label': 'DESTINATION'}, {'start': 44, 'end': 54, 'label': 'DEPARTURE'}]"
Je pars de Lyon pour rejoindre Rennes,"[{'start': 12, 'end': 16, 'label': 'DEPARTURE'}, {'start': 32, 'end': 38, 'label': 'DESTINATION'}]"
Je souhaite me rendre à Lyon en partant de Toulon,"[{'start': 25, 'end': 29, 'label': 'DESTINATION'}, {'start': 44, 'end': 50, 'label': 'DEPARTURE'}]"
Je pars de Lyon pour rejoindre Nîmes,"[{'start': 12, 'end': 16, 'label': 'DEPARTURE'}, {'start': 32, 'end': 37, 'label': 'DESTINATION'}]"
Je souhaite me rendre à Lyon en partant de Nice,"[{'start': 25, 'end': 29, 'label': 'DESTINATION'}, {'start': 44, 'end': 48, 'label': 'DEPARTURE'}]"
Je pars de Lyon pour rejoindre Montpellier,"[{'start': 12, 'end': 16, 'label': 'DEPARTURE'}, {'start': 32, 'end': 43, 'label': 'DESTINATION'}]"
Je souhaite me rendre à Lyon en partant de Clermont-Ferrand,"[{'start': 25, 'end': 29, 'label': 'DESTINATION'}, {'start': 44, 'end': 60, 'label': 'DEPARTURE'}]"
Je pars de Lyon pour rejoindre Angers,"[{'start': 12, 'end': 16, 'label': 'DEPARTURE'}, {'start': 32, 'end': 38, 'label': 'DESTINATION'}]"
Je souhaite me rendre à Lyon en partant de Grenoble,"[{'start': 25, 'end': 29, 'label': 'DESTINATION'}, {'start': 44, 'end': 52, 'label': 'DEPARTURE'}]"
Je pars de Lyon pour rejoindre Toulouse,"[{'start': 12, 'end': 16, 'label': 'DEPARTURE'}, {'start': 32, 'end': 40, 'label': 'DESTINATION'}]"
Je souhaite me rendre à Lyon en partant de Bordeaux,"[{'start': 25, 'end': 29, 'label': 'DESTINATION'}, {'start': 44, 'end': 52, 'label': 'DEPARTURE'}]"
Je pars de Lyon pour rejoindre Paris,"[{'start': 12, 'end': 16, 'label': 'DEPARTURE'}, {'start': 32, 'end': 37, 'label': 'DESTINATION'}]"
Je souhaite me rendre à Lyon en partant de Marseille,"[{'start': 25, 'end': 29, 'label': 'DESTINATION'}, {'start': 44, 'end': 53, 'label': 'DEPARTURE'}]"
Je pars de Lyon pour rejoindre Lille,"[{'start': 12, 'end': 16, 'label': 'DEPARTURE'}, {'start': 32, 'end': 37, 'label': 'DESTINATION'}]"
Je souhaite me rendre à Lyon en partant de Strasbourg,"[{'start': 25, 'end': 29, 'label': 'DESTINATION'}, {'start': 44, 'end': 54, 'label': 'DEPARTURE'}]"
Je pars de Lyon pour rejoindre Rennes,"[{'start': 12, 'end': 16, 'label': 'DEPARTURE'}, {'start': 32, 'end': 38, 'label': 'DESTINATION'}]"
Je souhaite me rendre à Lyon en partant de Toulon,"[{'start': 25, 'end': 29, 'label': 'DESTINATION'}, {'start': 44, 'end': 50, 'label': 'DEPARTURE'}]"
Je pars de Lyon pour rejoindre Nîmes,"[{'start': 12, 'end': 16, 'label': 'DEPARTURE'}, {'start': 32, 'end': 37, 'label': 'DESTINATION'}]"
Je souhaite me rendre à Lyon en partant de Nice,"[{'start': 25, 'end': 29, 'label': 'DESTINATION'}, {'start': 44, 'end': 48, 'label': 'DEPARTURE'}]"
Je pars de Lyon pour rejoindre Montpellier,"[{'start': 12, 'end': 16, 'label': 'DEPARTURE'}, {'start': 32, 'end': 43, 'label': 'DESTINATION'}]"
